date,temperatures,error,city,country,lattitude,longitude
1769-09-01,20.192999999999998,1.8630000000000002,Amadora,Portugal,39.38N,8.32W
1769-10-01,13.273,2.515,Amadora,Portugal,39.38N,8.32W
1769-11-01,11.543,1.999,Amadora,Portugal,39.38N,8.32W
1769-12-01,7.683999999999998,3.472,Amadora,Portugal,39.38N,8.32W
1770-01-01,8.634,5.438,Amadora,Portugal,39.38N,8.32W
1770-02-01,11.152999999999999,2.995,Amadora,Portugal,39.38N,8.32W
1770-03-01,10.195,3.5269999999999997,Amadora,Portugal,39.38N,8.32W
1770-04-01,14.825,8.578,Amadora,Portugal,39.38N,8.32W
1770-05-01,16.062,2.052,Amadora,Portugal,39.38N,8.32W
1770-06-01,19.491,3.532,Amadora,Portugal,39.38N,8.32W
1770-07-01,20.025,6.056,Amadora,Portugal,39.38N,8.32W
1770-08-01,21.76,3.588,Amadora,Portugal,39.38N,8.32W
1770-09-01,20.421000000000006,2.94,Amadora,Portugal,39.38N,8.32W
1770-10-01,15.575,4.051,Amadora,Portugal,39.38N,8.32W
1770-11-01,13.162999999999998,5.1370000000000005,Amadora,Portugal,39.38N,8.32W
1770-12-01,10.632,7.445,Amadora,Portugal,39.38N,8.32W
1771-01-01,11.601,5.496,Amadora,Portugal,39.38N,8.32W
1771-02-01,8.68,3.7230000000000003,Amadora,Portugal,39.38N,8.32W
1771-03-01,11.429,5.978,Amadora,Portugal,39.38N,8.32W
1771-04-01,11.859000000000002,5.347,Amadora,Portugal,39.38N,8.32W
1771-05-01,16.257,8.398,Amadora,Portugal,39.38N,8.32W
1771-06-01,20.415,2.7260000000000004,Amadora,Portugal,39.38N,8.32W
1771-07-01,23.115,1.979,Amadora,Portugal,39.38N,8.32W
1771-08-01,24.004,2.521,Amadora,Portugal,39.38N,8.32W
1771-09-01,20.471,2.073,Amadora,Portugal,39.38N,8.32W
1771-10-01,17.551,1.893,Amadora,Portugal,39.38N,8.32W
1771-11-01,11.925,3.681,Amadora,Portugal,39.38N,8.32W
1771-12-01,10.422,3.719,Amadora,Portugal,39.38N,8.32W
1772-01-01,8.075,6.294,Amadora,Portugal,39.38N,8.32W
1772-02-01,9.91,7.612,Amadora,Portugal,39.38N,8.32W
1772-03-01,11.866,3.202,Amadora,Portugal,39.38N,8.32W
1772-04-01,15.011,3.373,Amadora,Portugal,39.38N,8.32W
1772-05-01,16.089000000000002,2.055,Amadora,Portugal,39.38N,8.32W
1772-06-01,20.891,3.84,Amadora,Portugal,39.38N,8.32W
1772-07-01,23.291,2.668,Amadora,Portugal,39.38N,8.32W
1772-08-01,23.912000000000006,3.608,Amadora,Portugal,39.38N,8.32W
1772-09-01,20.114,3.025,Amadora,Portugal,39.38N,8.32W
1772-10-01,17.504,2.35,Amadora,Portugal,39.38N,8.32W
1772-11-01,14.299000000000001,4.402,Amadora,Portugal,39.38N,8.32W
1772-12-01,12.029000000000002,3.2,Amadora,Portugal,39.38N,8.32W
1773-01-01,7.136,2.1319999999999997,Amadora,Portugal,39.38N,8.32W
1773-02-01,8.468,2.905,Amadora,Portugal,39.38N,8.32W
1773-03-01,11.562999999999999,2.11,Amadora,Portugal,39.38N,8.32W
1773-04-01,14.771,2.969,Amadora,Portugal,39.38N,8.32W
1773-05-01,17.238,3.161,Amadora,Portugal,39.38N,8.32W
1773-06-01,19.926,2.06,Amadora,Portugal,39.38N,8.32W
1773-07-01,22.406,2.1,Amadora,Portugal,39.38N,8.32W
1773-08-01,22.834000000000003,2.086,Amadora,Portugal,39.38N,8.32W
1773-09-01,21.171999999999997,2.057,Amadora,Portugal,39.38N,8.32W
1773-10-01,16.403,1.922,Amadora,Portugal,39.38N,8.32W
1773-11-01,10.643,5.171,Amadora,Portugal,39.38N,8.32W
1773-12-01,10.734000000000002,4.027,Amadora,Portugal,39.38N,8.32W
1774-01-01,7.701,5.763999999999999,Amadora,Portugal,39.38N,8.32W
1774-02-01,11.63,5.426,Amadora,Portugal,39.38N,8.32W
1774-03-01,13.139000000000001,2.182,Amadora,Portugal,39.38N,8.32W
1774-04-01,15.629000000000001,4.2330000000000005,Amadora,Portugal,39.38N,8.32W
1774-05-01,20.437,2.716,Amadora,Portugal,39.38N,8.32W
1774-06-01,21.814,5.975,Amadora,Portugal,39.38N,8.32W
1774-07-01,24.328000000000007,5.558,Amadora,Portugal,39.38N,8.32W
1774-08-01,24.272,2.733,Amadora,Portugal,39.38N,8.32W
1774-09-01,20.054,2.864,Amadora,Portugal,39.38N,8.32W
1774-10-01,15.422,3.568,Amadora,Portugal,39.38N,8.32W
1774-11-01,10.547,6.015,Amadora,Portugal,39.38N,8.32W
1774-12-01,6.965999999999998,4.4239999999999995,Amadora,Portugal,39.38N,8.32W
1775-01-01,10.943,4.05,Amadora,Portugal,39.38N,8.32W
1775-02-01,13.187000000000001,3.4339999999999997,Amadora,Portugal,39.38N,8.32W
1775-03-01,14.107999999999999,1.9069999999999998,Amadora,Portugal,39.38N,8.32W
1775-04-01,14.372,1.771,Amadora,Portugal,39.38N,8.32W
1775-05-01,17.277,3.089,Amadora,Portugal,39.38N,8.32W
1775-06-01,19.427,3.8939999999999997,Amadora,Portugal,39.38N,8.32W
1775-07-01,23.024,1.931,Amadora,Portugal,39.38N,8.32W
1775-08-01,22.776,2.103,Amadora,Portugal,39.38N,8.32W
1775-09-01,19.53,2.574,Amadora,Portugal,39.38N,8.32W
1775-10-01,16.695,2.7710000000000004,Amadora,Portugal,39.38N,8.32W
1775-11-01,13.851,5.135,Amadora,Portugal,39.38N,8.32W
1775-12-01,7.802999999999999,1.954,Amadora,Portugal,39.38N,8.32W
1776-01-01,6.974,4.503,Amadora,Portugal,39.38N,8.32W
1776-02-01,11.572000000000001,3.4219999999999997,Amadora,Portugal,39.38N,8.32W
1776-03-01,12.534,3.009,Amadora,Portugal,39.38N,8.32W
1776-04-01,14.025,1.806,Amadora,Portugal,39.38N,8.32W
1776-05-01,16.283,3.2680000000000002,Amadora,Portugal,39.38N,8.32W
1776-06-01,21.036,2.548,Amadora,Portugal,39.38N,8.32W
1776-07-01,22.587,2.417,Amadora,Portugal,39.38N,8.32W
1776-08-01,23.776999999999997,3.423,Amadora,Portugal,39.38N,8.32W
1776-09-01,18.903,2.637,Amadora,Portugal,39.38N,8.32W
1776-10-01,16.066,2.635,Amadora,Portugal,39.38N,8.32W
1776-11-01,12.004000000000001,4.23,Amadora,Portugal,39.38N,8.32W
1776-12-01,10.537,2.7739999999999996,Amadora,Portugal,39.38N,8.32W
1777-01-01,10.991,3.44,Amadora,Portugal,39.38N,8.32W
1777-02-01,10.962,4.085,Amadora,Portugal,39.38N,8.32W
1777-03-01,13.462,2.2230000000000003,Amadora,Portugal,39.38N,8.32W
1777-04-01,12.607000000000001,2.065,Amadora,Portugal,39.38N,8.32W
1777-05-01,16.465999999999998,2.96,Amadora,Portugal,39.38N,8.32W
1777-06-01,19.197,2.4730000000000003,Amadora,Portugal,39.38N,8.32W
1777-07-01,21.271,2.031,Amadora,Portugal,39.38N,8.32W
1777-08-01,22.554,2.02,Amadora,Portugal,39.38N,8.32W
1777-09-01,20.566999999999997,3.4219999999999997,Amadora,Portugal,39.38N,8.32W
1777-10-01,15.550999999999998,3.986,Amadora,Portugal,39.38N,8.32W
1777-11-01,12.311,2.616,Amadora,Portugal,39.38N,8.32W
1777-12-01,8.468,2.164,Amadora,Portugal,39.38N,8.32W
1778-01-01,9.254,2.551,Amadora,Portugal,39.38N,8.32W
1778-02-01,12.033,3.535,Amadora,Portugal,39.38N,8.32W
1778-03-01,11.456,3.515,Amadora,Portugal,39.38N,8.32W
1778-04-01,15.989,2.073,Amadora,Portugal,39.38N,8.32W
1778-05-01,17.322000000000006,2.645,Amadora,Portugal,39.38N,8.32W
1778-06-01,19.258,4.677,Amadora,Portugal,39.38N,8.32W
1778-07-01,23.775,1.635,Amadora,Portugal,39.38N,8.32W
1778-08-01,22.447000000000006,3.051,Amadora,Portugal,39.38N,8.32W
1778-09-01,20.842,1.7830000000000001,Amadora,Portugal,39.38N,8.32W
1778-10-01,15.582,4.726,Amadora,Portugal,39.38N,8.32W
1778-11-01,10.845,3.7489999999999997,Amadora,Portugal,39.38N,8.32W
1778-12-01,8.697999999999999,2.574,Amadora,Portugal,39.38N,8.32W
1779-01-01,6.6880000000000015,2.9389999999999996,Amadora,Portugal,39.38N,8.32W
1779-02-01,11.331,6.312,Amadora,Portugal,39.38N,8.32W
1779-03-01,12.91,3.2119999999999997,Amadora,Portugal,39.38N,8.32W
1779-04-01,15.493,3.114,Amadora,Portugal,39.38N,8.32W
1779-05-01,19.198,2.112,Amadora,Portugal,39.38N,8.32W
1779-06-01,19.245,3.364,Amadora,Portugal,39.38N,8.32W
1779-07-01,22.506999999999998,2.255,Amadora,Portugal,39.38N,8.32W
1779-08-01,22.476999999999997,2.9960000000000004,Amadora,Portugal,39.38N,8.32W
1779-09-01,21.226999999999997,2.061,Amadora,Portugal,39.38N,8.32W
1779-10-01,16.674,3.055,Amadora,Portugal,39.38N,8.32W
1779-11-01,11.998,2.6210000000000004,Amadora,Portugal,39.38N,8.32W
1779-12-01,9.635,7.071000000000001,Amadora,Portugal,39.38N,8.32W
1780-01-01,7.652,3.002,Amadora,Portugal,39.38N,8.32W
1780-02-01,10.173,2.415,Amadora,Portugal,39.38N,8.32W
1780-03-01,13.505,2.0980000000000003,Amadora,Portugal,39.38N,8.32W
1780-04-01,17.74,3.5189999999999997,Amadora,Portugal,39.38N,8.32W
1780-05-01,21.208,2.151,Amadora,Portugal,39.38N,8.32W
1780-06-01,22.398000000000003,3.6439999999999997,Amadora,Portugal,39.38N,8.32W
1780-07-01,24.65,1.9,Amadora,Portugal,39.38N,8.32W
1780-08-01,22.666,4.083,Amadora,Portugal,39.38N,8.32W
1780-09-01,19.064,3.253,Amadora,Portugal,39.38N,8.32W
1780-10-01,16.434,2.4019999999999997,Amadora,Portugal,39.38N,8.32W
1780-11-01,12.491,2.248,Amadora,Portugal,39.38N,8.32W
1780-12-01,8.584,2.238,Amadora,Portugal,39.38N,8.32W
1781-01-01,8.997,5.646,Amadora,Portugal,39.38N,8.32W
1781-02-01,10.396,7.737,Amadora,Portugal,39.38N,8.32W
1781-03-01,12.458,1.8619999999999999,Amadora,Portugal,39.38N,8.32W
1781-04-01,13.843,2.449,Amadora,Portugal,39.38N,8.32W
1781-05-01,17.927,2.4730000000000003,Amadora,Portugal,39.38N,8.32W
1781-06-01,19.409000000000002,2.1,Amadora,Portugal,39.38N,8.32W
1781-07-01,23.485000000000007,2.115,Amadora,Portugal,39.38N,8.32W
1781-08-01,22.811,1.6640000000000001,Amadora,Portugal,39.38N,8.32W
1781-09-01,18.871,4.646,Amadora,Portugal,39.38N,8.32W
1781-10-01,16.072,1.7109999999999999,Amadora,Portugal,39.38N,8.32W
1781-11-01,13.704999999999998,2.108,Amadora,Portugal,39.38N,8.32W
1781-12-01,10.919,5.029,Amadora,Portugal,39.38N,8.32W
1782-01-01,8.093,3.555,Amadora,Portugal,39.38N,8.32W
1782-02-01,6.977,6.166,Amadora,Portugal,39.38N,8.32W
1782-03-01,10.367,2.295,Amadora,Portugal,39.38N,8.32W
1782-04-01,13.689,3.432,Amadora,Portugal,39.38N,8.32W
1782-05-01,16.240000000000002,3.112,Amadora,Portugal,39.38N,8.32W
1782-06-01,22.001,2.31,Amadora,Portugal,39.38N,8.32W
1782-07-01,23.380000000000006,3.3,Amadora,Portugal,39.38N,8.32W
1782-08-01,24.09,2.9530000000000003,Amadora,Portugal,39.38N,8.32W
1782-09-01,20.593000000000004,2.7769999999999997,Amadora,Portugal,39.38N,8.32W
1782-10-01,16.163,2.95,Amadora,Portugal,39.38N,8.32W
1782-11-01,10.762,6.074,Amadora,Portugal,39.38N,8.32W
1782-12-01,7.062999999999999,4.356,Amadora,Portugal,39.38N,8.32W
1783-01-01,6.7170000000000005,5.867999999999999,Amadora,Portugal,39.38N,8.32W
1783-02-01,12.370999999999999,3.427,Amadora,Portugal,39.38N,8.32W
1783-03-01,12.101,2.263,Amadora,Portugal,39.38N,8.32W
1783-04-01,14.646,2.112,Amadora,Portugal,39.38N,8.32W
1783-05-01,17.310000000000002,4.0760000000000005,Amadora,Portugal,39.38N,8.32W
1783-06-01,20.794,2.157,Amadora,Portugal,39.38N,8.32W
1783-07-01,22.699,2.072,Amadora,Portugal,39.38N,8.32W
1783-08-01,22.871,2.1590000000000003,Amadora,Portugal,39.38N,8.32W
1783-09-01,18.851000000000006,3.498,Amadora,Portugal,39.38N,8.32W
1783-10-01,15.344000000000001,3.1489999999999996,Amadora,Portugal,39.38N,8.32W
1783-11-01,10.124,2.505,Amadora,Portugal,39.38N,8.32W
1783-12-01,9.343,2.603,Amadora,Portugal,39.38N,8.32W
1784-01-01,9.616,6.984,Amadora,Portugal,39.38N,8.32W
1784-02-01,8.177999999999999,5.894,Amadora,Portugal,39.38N,8.32W
